,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_batch_size,param_beta_1,param_beta_2,param_early_stopping,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1588,3.965609391530355,0.0016118685404459636,-0.5322134083502338,-0.5127881108707273,logistic,0.0001,32,0.95,0.9,True,100,0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 100}",593,-0.48155868591738693,-0.558263275246851,-0.5650465642919087,-0.5138848315786556,-0.5501994382259281,-0.46621622578667543,0.8601854497021955,7.724009714010753e-06,0.03638427796340608,0.03758605171970406
1589,4.152990659077962,0.001577297846476237,-0.5284250437190879,-0.5102832233880686,logistic,0.0001,32,0.95,0.9,True,100,0.0001,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 100}",548,-0.47508416991239216,-0.5386515538073171,-0.556866329551356,-0.5094800817951887,-0.5534978163487323,-0.4827180345617002,0.38289505707158683,2.1369482057036752e-05,0.03780386781843158,0.022841824520144466
1590,0.16470750172932944,0.0015753110249837239,-2.8409723127637982,-2.8079858566560993,logistic,0.0001,32,0.95,0.9,True,100,1.0,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 100}",2200,-2.270771257048397,-2.2080590884498563,-3.7776228322523835,-3.864314867803195,-2.4763741511195603,-2.351583613715248,0.028175368726403888,2.2115456308863495e-05,0.6670797262112959,0.7492320767209645
1591,0.15268842379252115,0.001613616943359375,-2.979611838982637,-2.9370364733207523,logistic,0.0001,32,0.95,0.9,True,100,1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 100}",2210,-2.907564337358826,-3.0727987762474136,-3.6648035377438744,-3.545582793203092,-2.3667015623050283,-2.1927278505117522,0.03216910362705041,3.0821538183579084e-05,0.5321137300630064,0.5605816480306028
1592,5.137578169504802,0.00024247169494628906,-0.5170492698200297,-0.4916110248284067,logistic,0.0001,32,0.95,0.9,True,10,0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 10}",448,-0.4424417745673053,-0.4946442200853607,-0.5436717807609368,-0.4809028766170811,-0.5652764862592911,-0.4992859777827783,1.1297344335074408,1.2765231453743784e-06,0.053571308756411896,0.007805331819432601
1593,4.730093479156494,0.00024247169494628906,-0.529706365820332,-0.5069163821123543,logistic,0.0001,32,0.95,0.9,True,10,0.0001,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 0.0001, 'early_stopping': True, 'hidden_layer_sizes': 10}",565,-0.4536131372608224,-0.5068681266766462,-0.5927081923976367,-0.5441386396082022,-0.5430448237394183,-0.4697423800522147,1.2880028947434028,1.557343637328579e-06,0.05757707863275352,0.030372164947758462
1594,0.04459245999654134,0.00023126602172851562,-0.9053749298645414,-0.8775498908716011,logistic,0.0001,32,0.95,0.9,True,10,1.0,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 10}",1391,-0.7643957341674553,-0.8173163306063664,-1.052365755078962,-0.9870050549665896,-0.8998210250085608,-0.8283282870418471,0.011527311888172747,7.20797369853543e-06,0.11766033589063321,0.07752694373110931
1595,0.05212561289469401,0.00022594134012858072,-0.8728496453692435,-0.8753635413536,logistic,0.0001,32,0.95,0.9,True,10,1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': True, 'hidden_layer_sizes': 10}",1347,-0.7698790423473527,-0.8553439213745466,-0.8970103584343349,-0.8724698134636085,-0.9519938554657241,-0.8982768892226447,0.012281368875448692,5.472674465397777e-06,0.07630206128384603,0.01764634386848905
1596,85.1887035369873,0.0019026597340901692,-0.49717998175543876,-0.4282750595365592,logistic,0.0001,32,0.95,0.9,False,"(100, 10, 5)",0.0001,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 0.0001, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",273,-0.4353218554954855,-0.46516939804767005,-0.5089505885921165,-0.38739349238769083,-0.5474683392509869,-0.43226228817431683,9.459042837120943,1.0130841560349434e-05,0.04654490118709338,0.03187680838754943
1597,100.68063346544902,0.0019040107727050781,-0.4889495513205673,-0.3984615560072271,logistic,0.0001,32,0.95,0.9,False,"(100, 10, 5)",0.0001,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 0.0001, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",222,-0.43570280002414474,-0.4291581261067162,-0.5128892964495543,-0.3969143149515812,-0.5184294365506535,-0.369312226963384,8.186996477406353,3.421950362779456e-06,0.03777990049127244,0.024456469862890136
1598,0.2933625380198161,0.0019016265869140625,-0.9976653363385476,-1.015723654229386,logistic,0.0001,32,0.95,0.9,False,"(100, 10, 5)",1.0,10000,1e-64,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-64, 'learning_rate_init': 1.0, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",1641,-0.9383140419510125,-1.0378514497383646,-1.059762785833477,-0.9808668638104345,-0.9951118802389047,-1.0284526491393589,0.06784369631042034,1.2662398540563019e-05,0.04962737853214775,0.024944354630630668
1599,0.24397802352905273,0.0018607775370279949,-1.136271014923299,-1.1547472691204623,logistic,0.0001,32,0.95,0.9,False,"(100, 10, 5)",1.0,10000,1e-16,"{'max_iter': 10000, 'beta_2': 0.9, 'activation': 'logistic', 'batch_size': 32, 'alpha': 0.0001, 'beta_1': 0.95, 'tol': 1e-16, 'learning_rate_init': 1.0, 'early_stopping': False, 'hidden_layer_sizes': (100, 10, 5)}",1980,-0.9719907293417009,-1.0683148121176043,-1.1877927480893073,-1.1191760322134037,-1.2495629448894785,-1.276750963030379,0.15703099914356103,3.383323078390883e-05,0.11905064694443476,0.08873327794823024
